# instance name, instance size, runtime
Random_3SAT_300Literals_1_315.cnf,300,0.010432
Random_3SAT_300Literals_1_316.cnf,300,0.023516
Random_3SAT_300Literals_1_317.cnf,300,0.007424
Random_3SAT_300Literals_1_318.cnf,300,0.004431
Random_3SAT_300Literals_1_319.cnf,300,0.007368
Random_3SAT_300Literals_1_320.cnf,300,0.136125
Random_3SAT_300Literals_1_321.cnf,300,0.009365
Random_3SAT_300Literals_1_322.cnf,300,0.008245
Random_3SAT_300Literals_1_323.cnf,300,0.003704
Random_3SAT_300Literals_1_324.cnf,300,0.009839
Random_3SAT_300Literals_1_325.cnf,300,0.014744
Random_3SAT_300Literals_1_326.cnf,300,0.004197
Random_3SAT_300Literals_1_327.cnf,300,0.007293
Random_3SAT_300Literals_1_328.cnf,300,0.000902
Random_3SAT_300Literals_1_329.cnf,300,0.046119
Random_3SAT_300Literals_1_330.cnf,300,0.006415
Random_3SAT_300Literals_1_331.cnf,300,0.031345
Random_3SAT_300Literals_1_332.cnf,300,0.006360
Random_3SAT_300Literals_1_333.cnf,300,0.006184
Random_3SAT_300Literals_1_334.cnf,300,0.002170
Random_3SAT_300Literals_1_335.cnf,300,0.009616
Random_3SAT_300Literals_1_336.cnf,300,0.005414
Random_3SAT_300Literals_1_337.cnf,300,0.014236
Random_3SAT_300Literals_1_338.cnf,300,0.026075
Random_3SAT_300Literals_1_339.cnf,300,0.037228
Random_3SAT_300Literals_1_340.cnf,300,0.026574
Random_3SAT_300Literals_1_341.cnf,300,0.004837
Random_3SAT_300Literals_1_342.cnf,300,0.002282
Random_3SAT_300Literals_1_343.cnf,300,0.021096
Random_3SAT_300Literals_1_344.cnf,300,0.001355
Random_3SAT_300Literals_1_345.cnf,300,0.017257
Random_3SAT_300Literals_1_346.cnf,300,0.090626
Random_3SAT_300Literals_1_347.cnf,300,0.005168
Random_3SAT_300Literals_1_348.cnf,300,0.004109
Random_3SAT_300Literals_1_349.cnf,300,0.166974
Random_3SAT_300Literals_1_350.cnf,300,0.274574
Random_3SAT_300Literals_1_351.cnf,300,0.004547
Random_3SAT_300Literals_1_352.cnf,300,0.003554
Random_3SAT_300Literals_1_353.cnf,300,0.004752
Random_3SAT_300Literals_1_354.cnf,300,0.001381
Random_3SAT_300Literals_1_355.cnf,300,0.011236
Random_3SAT_300Literals_1_356.cnf,300,0.015362
Random_3SAT_300Literals_1_357.cnf,300,0.004275
Random_3SAT_300Literals_1_358.cnf,300,0.018332
Random_3SAT_300Literals_1_359.cnf,300,0.002504
Random_3SAT_300Literals_1_360.cnf,300,0.008316
Random_3SAT_300Literals_1_361.cnf,300,0.003056
Random_3SAT_300Literals_1_362.cnf,300,0.003854
Random_3SAT_300Literals_1_363.cnf,300,0.017692
Random_3SAT_300Literals_1_364.cnf,300,0.002743
Random_3SAT_300Literals_1_365.cnf,300,0.003452
Random_3SAT_300Literals_1_366.cnf,300,0.006628
Random_3SAT_300Literals_1_367.cnf,300,0.009885
Random_3SAT_300Literals_1_368.cnf,300,0.003673
Random_3SAT_300Literals_1_369.cnf,300,0.025340
Random_3SAT_300Literals_1_370.cnf,300,0.002459
Random_3SAT_300Literals_1_371.cnf,300,0.002137
Random_3SAT_300Literals_1_372.cnf,300,0.027383
Random_3SAT_300Literals_1_373.cnf,300,0.003467
Random_3SAT_300Literals_1_374.cnf,300,0.018285
Random_3SAT_300Literals_1_375.cnf,300,0.005850
Random_3SAT_300Literals_1_376.cnf,300,0.005586
Random_3SAT_300Literals_1_377.cnf,300,0.006920
Random_3SAT_300Literals_1_378.cnf,300,0.033753
Random_3SAT_300Literals_1_379.cnf,300,0.023090
Random_3SAT_300Literals_1_380.cnf,300,0.019303
Random_3SAT_300Literals_1_381.cnf,300,0.014356
Random_3SAT_300Literals_1_382.cnf,300,0.001968
Random_3SAT_300Literals_1_383.cnf,300,0.002846
Random_3SAT_300Literals_1_384.cnf,300,0.005658
Random_3SAT_300Literals_1_385.cnf,300,0.011517
Random_3SAT_300Literals_1_386.cnf,300,0.013790
Random_3SAT_300Literals_1_387.cnf,300,0.016951
Random_3SAT_300Literals_1_388.cnf,300,0.004366
Random_3SAT_300Literals_1_389.cnf,300,0.002558
Random_3SAT_300Literals_1_390.cnf,300,0.009107
Random_3SAT_300Literals_1_391.cnf,300,0.006795
Random_3SAT_300Literals_1_392.cnf,300,0.003093
Random_3SAT_300Literals_1_393.cnf,300,0.012594
Random_3SAT_300Literals_1_394.cnf,300,0.005874
Random_3SAT_300Literals_1_395.cnf,300,0.505185
Random_3SAT_300Literals_1_396.cnf,300,0.002482
Random_3SAT_300Literals_1_397.cnf,300,0.001543
Random_3SAT_300Literals_1_398.cnf,300,0.056721
Random_3SAT_300Literals_1_399.cnf,300,0.037225
Random_3SAT_300Literals_1_400.cnf,300,0.007334
Random_3SAT_300Literals_1_401.cnf,300,0.009374
Random_3SAT_300Literals_1_402.cnf,300,0.007974
Random_3SAT_300Literals_1_403.cnf,300,0.022224
Random_3SAT_300Literals_1_404.cnf,300,0.057485
Random_3SAT_300Literals_1_405.cnf,300,0.001648
Random_3SAT_300Literals_1_406.cnf,300,0.014275
Random_3SAT_300Literals_1_407.cnf,300,0.010250
Random_3SAT_300Literals_1_408.cnf,300,0.002881
Random_3SAT_300Literals_1_409.cnf,300,0.009800
Random_3SAT_300Literals_1_410.cnf,300,0.007734
Random_3SAT_300Literals_1_411.cnf,300,0.011898
Random_3SAT_300Literals_1_412.cnf,300,0.007828
Random_3SAT_300Literals_1_413.cnf,300,0.007994
Random_3SAT_300Literals_1_414.cnf,300,0.001888
Random_3SAT_300Literals_1_415.cnf,300,0.005143
Random_3SAT_300Literals_1_416.cnf,300,0.001307
Random_3SAT_300Literals_1_417.cnf,300,0.002795
Random_3SAT_300Literals_1_418.cnf,300,0.002505
Random_3SAT_300Literals_1_419.cnf,300,0.007762
Random_3SAT_300Literals_1_420.cnf,300,0.007969
Random_3SAT_300Literals_1_421.cnf,300,0.043845
Random_3SAT_300Literals_1_422.cnf,300,0.038740
Random_3SAT_300Literals_1_423.cnf,300,0.006496
Random_3SAT_300Literals_1_424.cnf,300,0.006399
Random_3SAT_300Literals_1_425.cnf,300,0.096283
Random_3SAT_300Literals_1_426.cnf,300,0.005553
Random_3SAT_300Literals_1_427.cnf,300,0.002153
Random_3SAT_300Literals_1_428.cnf,300,0.004205
Random_3SAT_300Literals_1_429.cnf,300,0.001813
Random_3SAT_300Literals_1_430.cnf,300,0.006548
Random_3SAT_300Literals_1_431.cnf,300,0.012444
Random_3SAT_300Literals_1_432.cnf,300,0.014863
Random_3SAT_300Literals_1_433.cnf,300,0.000521
Random_3SAT_300Literals_1_434.cnf,300,0.023907
Random_3SAT_300Literals_1_435.cnf,300,0.008386
Random_3SAT_300Literals_1_436.cnf,300,0.001041
Random_3SAT_300Literals_1_437.cnf,300,0.008952
Random_3SAT_300Literals_1_438.cnf,300,0.015199
Random_3SAT_300Literals_1_439.cnf,300,0.018158
Random_3SAT_300Literals_1_440.cnf,300,0.001228
Random_3SAT_300Literals_1_441.cnf,300,0.008715
Random_3SAT_300Literals_1_442.cnf,300,0.043684
Random_3SAT_300Literals_1_443.cnf,300,0.001341
Random_3SAT_300Literals_1_444.cnf,300,0.016566
Random_3SAT_300Literals_1_445.cnf,300,0.005482
Random_3SAT_300Literals_1_446.cnf,300,0.003877
Random_3SAT_300Literals_1_447.cnf,300,0.028805
Random_3SAT_300Literals_1_448.cnf,300,0.016143
Random_3SAT_300Literals_1_449.cnf,300,0.004720
Random_3SAT_300Literals_1_450.cnf,300,0.008479
Random_3SAT_300Literals_1_451.cnf,300,0.041716
Random_3SAT_300Literals_1_452.cnf,300,0.342134
Random_3SAT_300Literals_1_453.cnf,300,0.029664
Random_3SAT_300Literals_1_454.cnf,300,0.003522
Random_3SAT_300Literals_1_455.cnf,300,0.000432
Random_3SAT_300Literals_1_456.cnf,300,0.102436
Random_3SAT_300Literals_1_457.cnf,300,0.002384
Random_3SAT_300Literals_1_458.cnf,300,0.006785
Random_3SAT_300Literals_1_459.cnf,300,0.001347
Random_3SAT_300Literals_1_460.cnf,300,0.021751
Random_3SAT_300Literals_1_461.cnf,300,0.014345
Random_3SAT_300Literals_1_462.cnf,300,0.005706
Random_3SAT_300Literals_1_463.cnf,300,0.057753
Random_3SAT_300Literals_1_464.cnf,300,0.003895
Random_3SAT_300Literals_1_465.cnf,300,0.002780
Random_3SAT_300Literals_1_466.cnf,300,0.002631
Random_3SAT_300Literals_1_467.cnf,300,0.004659
Random_3SAT_300Literals_1_468.cnf,300,8.088801
Random_3SAT_300Literals_1_469.cnf,300,0.002541
Random_3SAT_300Literals_1_470.cnf,300,0.079345
Random_3SAT_300Literals_1_471.cnf,300,0.026725
Random_3SAT_300Literals_1_472.cnf,300,0.076199
Random_3SAT_300Literals_1_473.cnf,300,0.059974
Random_3SAT_300Literals_1_474.cnf,300,0.000657
Random_3SAT_300Literals_1_475.cnf,300,0.016397
Random_3SAT_300Literals_1_476.cnf,300,0.005814
Random_3SAT_300Literals_1_477.cnf,300,0.006334
Random_3SAT_300Literals_1_478.cnf,300,0.001811
Random_3SAT_300Literals_1_479.cnf,300,0.001210
Random_3SAT_300Literals_1_480.cnf,300,0.001542
Random_3SAT_300Literals_1_481.cnf,300,0.001852
Random_3SAT_300Literals_1_482.cnf,300,0.024513
Random_3SAT_300Literals_1_483.cnf,300,0.004406
Random_3SAT_300Literals_1_484.cnf,300,0.020089
Random_3SAT_300Literals_1_485.cnf,300,0.002485
Random_3SAT_300Literals_1_486.cnf,300,0.006921
Random_3SAT_300Literals_1_487.cnf,300,0.001574
Random_3SAT_300Literals_1_488.cnf,300,0.011574
Random_3SAT_300Literals_1_489.cnf,300,0.012607
Random_3SAT_300Literals_1_490.cnf,300,0.003084
Random_3SAT_300Literals_1_491.cnf,300,0.001692
Random_3SAT_300Literals_1_492.cnf,300,0.083330
Random_3SAT_300Literals_1_493.cnf,300,0.007859
Random_3SAT_300Literals_1_494.cnf,300,0.289247
Random_3SAT_300Literals_1_495.cnf,300,0.004243
Random_3SAT_300Literals_1_496.cnf,300,0.000853
Random_3SAT_300Literals_1_497.cnf,300,0.014000
Random_3SAT_300Literals_1_498.cnf,300,0.001360
Random_3SAT_300Literals_1_499.cnf,300,0.018337
Random_3SAT_300Literals_1_500.cnf,300,0.001356
Random_3SAT_300Literals_1_501.cnf,300,0.002578
Random_3SAT_300Literals_1_502.cnf,300,0.011710
Random_3SAT_300Literals_1_503.cnf,300,0.003644
Random_3SAT_300Literals_1_504.cnf,300,0.001219
Random_3SAT_300Literals_1_505.cnf,300,0.002219
Random_3SAT_300Literals_1_506.cnf,300,0.002001
Random_3SAT_300Literals_1_507.cnf,300,0.017027
Random_3SAT_300Literals_1_508.cnf,300,0.031163
Random_3SAT_300Literals_1_509.cnf,300,0.008340
Random_3SAT_300Literals_1_510.cnf,300,0.047589
Random_3SAT_300Literals_1_511.cnf,300,0.006972
Random_3SAT_300Literals_1_512.cnf,300,0.001241
Random_3SAT_300Literals_1_513.cnf,300,0.002825
Random_3SAT_300Literals_1_514.cnf,300,0.063945
Random_3SAT_300Literals_1_515.cnf,300,0.009317
Random_3SAT_300Literals_1_516.cnf,300,0.059746
Random_3SAT_300Literals_1_517.cnf,300,0.245550
Random_3SAT_300Literals_1_518.cnf,300,0.011197
Random_3SAT_300Literals_1_519.cnf,300,0.033286
Random_3SAT_300Literals_1_520.cnf,300,0.289008
Random_3SAT_300Literals_1_521.cnf,300,0.037449
Random_3SAT_300Literals_1_522.cnf,300,0.005254
Random_3SAT_300Literals_1_523.cnf,300,0.002248
Random_3SAT_300Literals_1_524.cnf,300,0.022979
Random_3SAT_300Literals_1_525.cnf,300,0.005143
Random_3SAT_300Literals_1_526.cnf,300,0.001133
Random_3SAT_300Literals_1_527.cnf,300,0.004432
Random_3SAT_300Literals_1_528.cnf,300,0.008225
Random_3SAT_300Literals_1_529.cnf,300,0.009830
Random_3SAT_300Literals_1_530.cnf,300,0.029637
Random_3SAT_300Literals_1_531.cnf,300,0.003506
Random_3SAT_300Literals_1_532.cnf,300,0.010015
Random_3SAT_300Literals_1_533.cnf,300,0.001637
Random_3SAT_300Literals_1_534.cnf,300,0.036558
Random_3SAT_300Literals_1_535.cnf,300,0.000898
Random_3SAT_300Literals_1_536.cnf,300,0.005190
Random_3SAT_300Literals_1_537.cnf,300,0.058571
Random_3SAT_300Literals_1_538.cnf,300,0.247543
Random_3SAT_300Literals_1_539.cnf,300,0.004398
Random_3SAT_300Literals_1_540.cnf,300,0.002311
Random_3SAT_300Literals_1_541.cnf,300,0.034154
Random_3SAT_300Literals_1_542.cnf,300,0.014609
Random_3SAT_300Literals_1_543.cnf,300,0.002692
Random_3SAT_300Literals_1_544.cnf,300,0.002629
Random_3SAT_300Literals_1_545.cnf,300,0.004226
Random_3SAT_300Literals_1_546.cnf,300,0.003133
Random_3SAT_300Literals_1_547.cnf,300,0.010727
Random_3SAT_300Literals_1_548.cnf,300,0.001923
Random_3SAT_300Literals_1_549.cnf,300,0.009478
Random_3SAT_300Literals_1_550.cnf,300,0.008191
Random_3SAT_300Literals_1_551.cnf,300,0.055577
Random_3SAT_300Literals_1_552.cnf,300,0.002010
Random_3SAT_300Literals_1_553.cnf,300,0.003193
Random_3SAT_300Literals_1_554.cnf,300,0.016362
Random_3SAT_300Literals_1_555.cnf,300,0.022179
Random_3SAT_300Literals_1_556.cnf,300,0.001132
Random_3SAT_300Literals_1_557.cnf,300,0.278186
Random_3SAT_300Literals_1_558.cnf,300,0.002222
Random_3SAT_300Literals_1_559.cnf,300,0.007552
Random_3SAT_300Literals_1_560.cnf,300,0.002083
Random_3SAT_300Literals_1_561.cnf,300,0.005046
Random_3SAT_300Literals_1_562.cnf,300,0.066630
Random_3SAT_300Literals_1_563.cnf,300,0.002409
Random_3SAT_300Literals_1_564.cnf,300,0.004700
Random_3SAT_300Literals_1_565.cnf,300,0.017565
Random_3SAT_300Literals_1_566.cnf,300,0.030935
Random_3SAT_300Literals_1_567.cnf,300,0.010322
Random_3SAT_300Literals_1_568.cnf,300,0.076000
Random_3SAT_300Literals_1_569.cnf,300,0.002652
Random_3SAT_300Literals_1_570.cnf,300,0.007381
Random_3SAT_300Literals_1_571.cnf,300,0.004194
Random_3SAT_300Literals_1_572.cnf,300,0.027315
Random_3SAT_300Literals_1_573.cnf,300,0.004196
Random_3SAT_300Literals_1_574.cnf,300,0.391386
Random_3SAT_300Literals_1_575.cnf,300,0.007054
Random_3SAT_300Literals_1_576.cnf,300,0.259861
Random_3SAT_300Literals_1_577.cnf,300,0.055469
Random_3SAT_300Literals_1_578.cnf,300,0.004803
Random_3SAT_300Literals_1_579.cnf,300,0.001465
Random_3SAT_300Literals_1_580.cnf,300,0.003728
Random_3SAT_300Literals_1_581.cnf,300,0.024104
Random_3SAT_300Literals_1_582.cnf,300,0.001360
Random_3SAT_300Literals_1_583.cnf,300,0.031222
Random_3SAT_300Literals_1_584.cnf,300,0.048976
Random_3SAT_300Literals_1_585.cnf,300,0.060900
Random_3SAT_300Literals_1_586.cnf,300,0.001606
Random_3SAT_300Literals_1_587.cnf,300,0.102757
Random_3SAT_300Literals_1_588.cnf,300,0.001968
Random_3SAT_300Literals_1_589.cnf,300,0.004991
Random_3SAT_300Literals_1_590.cnf,300,0.005580
Random_3SAT_300Literals_1_591.cnf,300,0.005377
Random_3SAT_300Literals_1_592.cnf,300,0.002028
Random_3SAT_300Literals_1_593.cnf,300,0.005112
Random_3SAT_300Literals_1_594.cnf,300,0.001190
Random_3SAT_300Literals_1_595.cnf,300,0.011419
Random_3SAT_300Literals_1_596.cnf,300,0.021776
Random_3SAT_300Literals_1_597.cnf,300,0.002243
Random_3SAT_300Literals_1_598.cnf,300,0.039929
Random_3SAT_300Literals_1_599.cnf,300,0.052874
Random_3SAT_300Literals_1_600.cnf,300,0.062143
Random_3SAT_300Literals_1_601.cnf,300,0.075133
Random_3SAT_300Literals_1_602.cnf,300,0.003309
Random_3SAT_300Literals_1_603.cnf,300,0.017575
Random_3SAT_300Literals_1_604.cnf,300,0.398249
Random_3SAT_300Literals_1_605.cnf,300,0.004013
Random_3SAT_300Literals_1_606.cnf,300,0.008815
Random_3SAT_300Literals_1_607.cnf,300,1.153345
Random_3SAT_300Literals_1_608.cnf,300,0.005539
Random_3SAT_300Literals_1_609.cnf,300,0.004625
Random_3SAT_300Literals_1_610.cnf,300,0.008175
Random_3SAT_300Literals_1_611.cnf,300,0.000399
Random_3SAT_300Literals_1_612.cnf,300,0.003921
Random_3SAT_300Literals_1_613.cnf,300,0.223361
Random_3SAT_300Literals_1_614.cnf,300,0.003173
Random_3SAT_300Literals_1_615.cnf,300,0.002971
Random_3SAT_300Literals_1_616.cnf,300,0.005233
Random_3SAT_300Literals_1_617.cnf,300,0.002898
Random_3SAT_300Literals_1_618.cnf,300,0.002107
Random_3SAT_300Literals_1_619.cnf,300,0.079951
Random_3SAT_300Literals_1_620.cnf,300,0.002416
Random_3SAT_300Literals_1_621.cnf,300,0.002829
Random_3SAT_300Literals_1_622.cnf,300,0.003625
Random_3SAT_300Literals_1_623.cnf,300,0.004388
Random_3SAT_300Literals_1_624.cnf,300,0.017872
Random_3SAT_300Literals_1_625.cnf,300,0.022385
Random_3SAT_300Literals_1_626.cnf,300,0.005985
Random_3SAT_300Literals_1_627.cnf,300,0.003862
Random_3SAT_300Literals_1_628.cnf,300,0.005507
Random_3SAT_300Literals_1_629.cnf,300,0.012727
Random_3SAT_300Literals_1_630.cnf,300,0.026091
Random_3SAT_300Literals_1_631.cnf,300,0.004211
Random_3SAT_300Literals_1_632.cnf,300,0.002304
Random_3SAT_350Literals_1234567_0.cnf,350,0.064109
Random_3SAT_350Literals_1234567_1.cnf,350,0.005320
Random_3SAT_350Literals_1234567_2.cnf,350,0.020428
Random_3SAT_350Literals_1234567_3.cnf,350,0.021421
Random_3SAT_350Literals_1234567_4.cnf,350,0.027523
Random_3SAT_350Literals_1234567_5.cnf,350,0.001776
Random_3SAT_350Literals_1234567_6.cnf,350,0.131934
Random_3SAT_350Literals_1234567_7.cnf,350,0.134047
Random_3SAT_350Literals_1234567_8.cnf,350,0.006307
Random_3SAT_350Literals_1234567_9.cnf,350,0.012186
Random_3SAT_350Literals_1234567_10.cnf,350,0.136702
Random_3SAT_350Literals_1234567_11.cnf,350,0.076582
Random_3SAT_350Literals_1234567_12.cnf,350,0.030392
Random_3SAT_350Literals_1234567_13.cnf,350,0.078256
Random_3SAT_350Literals_1234567_14.cnf,350,0.029055
Random_3SAT_350Literals_1234567_15.cnf,350,1.274156
Random_3SAT_350Literals_1234567_16.cnf,350,0.013765
Random_3SAT_350Literals_1234567_17.cnf,350,0.004633
Random_3SAT_350Literals_1234567_18.cnf,350,0.001265
Random_3SAT_350Literals_1234567_19.cnf,350,0.183407
Random_3SAT_350Literals_1234567_20.cnf,350,0.037446
Random_3SAT_350Literals_1234567_21.cnf,350,0.004532
Random_3SAT_350Literals_1234567_22.cnf,350,0.007993
Random_3SAT_350Literals_1234567_23.cnf,350,0.453919
Random_3SAT_350Literals_1234567_24.cnf,350,0.042235
Random_3SAT_350Literals_1234567_25.cnf,350,0.005511
Random_3SAT_350Literals_1234567_26.cnf,350,0.004216
Random_3SAT_350Literals_1234567_27.cnf,350,0.032938
Random_3SAT_350Literals_1234567_28.cnf,350,0.003932
Random_3SAT_350Literals_1234567_29.cnf,350,0.003015
Random_3SAT_350Literals_1234567_30.cnf,350,0.054183
Random_3SAT_350Literals_1234567_31.cnf,350,0.004461
Random_3SAT_350Literals_1234567_32.cnf,350,0.013757
Random_3SAT_350Literals_1234567_33.cnf,350,0.003903
Random_3SAT_350Literals_1234567_34.cnf,350,0.000422
Random_3SAT_350Literals_1234567_35.cnf,350,0.017137
Random_3SAT_350Literals_1234567_36.cnf,350,0.007612
Random_3SAT_350Literals_1234567_37.cnf,350,0.054191
Random_3SAT_350Literals_1234567_38.cnf,350,0.012328
Random_3SAT_350Literals_1234567_39.cnf,350,0.142611
Random_3SAT_350Literals_1234567_40.cnf,350,0.056272
Random_3SAT_350Literals_1234567_41.cnf,350,0.056561
Random_3SAT_350Literals_1234567_42.cnf,350,0.036086
Random_3SAT_350Literals_1234567_43.cnf,350,0.320272
Random_3SAT_350Literals_1234567_44.cnf,350,0.005441
Random_3SAT_350Literals_1234567_45.cnf,350,0.044529
Random_3SAT_350Literals_1234567_46.cnf,350,0.004462
Random_3SAT_350Literals_1234567_47.cnf,350,0.004288
Random_3SAT_350Literals_1234567_48.cnf,350,0.013807
Random_3SAT_350Literals_1234567_49.cnf,350,0.121803
Random_3SAT_350Literals_1234567_50.cnf,350,0.102703
Random_3SAT_350Literals_1234567_51.cnf,350,0.004898
Random_3SAT_350Literals_1234567_52.cnf,350,0.089897
Random_3SAT_350Literals_1234567_53.cnf,350,0.002770
Random_3SAT_350Literals_1234567_54.cnf,350,0.014722
Random_3SAT_350Literals_1234567_55.cnf,350,0.008637
Random_3SAT_350Literals_1234567_56.cnf,350,0.012367
Random_3SAT_350Literals_1234567_57.cnf,350,0.002947
Random_3SAT_350Literals_1234567_58.cnf,350,0.003148
Random_3SAT_350Literals_1234567_59.cnf,350,0.046954
Random_3SAT_350Literals_1234567_60.cnf,350,0.019781
Random_3SAT_350Literals_1234567_61.cnf,350,0.012983
Random_3SAT_350Literals_1234567_62.cnf,350,0.027288
Random_3SAT_350Literals_1234567_63.cnf,350,0.071536
Random_3SAT_350Literals_1234567_64.cnf,350,0.087890
Random_3SAT_350Literals_1234567_65.cnf,350,0.005886
Random_3SAT_350Literals_1234567_66.cnf,350,0.003751
Random_3SAT_350Literals_1234567_67.cnf,350,0.009776
Random_3SAT_350Literals_1234567_68.cnf,350,0.002799
Random_3SAT_350Literals_1234567_69.cnf,350,0.210383
Random_3SAT_350Literals_1234567_70.cnf,350,0.012590
Random_3SAT_350Literals_1234567_71.cnf,350,0.020509
Random_3SAT_350Literals_1234567_72.cnf,350,0.006063
Random_3SAT_350Literals_1234567_73.cnf,350,0.003553
Random_3SAT_350Literals_1234567_74.cnf,350,0.091139
Random_3SAT_350Literals_1234567_75.cnf,350,0.001251
Random_3SAT_350Literals_1234567_76.cnf,350,0.002580
Random_3SAT_350Literals_1234567_77.cnf,350,0.015463
Random_3SAT_350Literals_1234567_78.cnf,350,0.053390
Random_3SAT_350Literals_1234567_79.cnf,350,0.005096
Random_3SAT_350Literals_1234567_80.cnf,350,0.002774
Random_3SAT_350Literals_1234567_81.cnf,350,0.005932
Random_3SAT_350Literals_1234567_82.cnf,350,0.001992
Random_3SAT_350Literals_1234567_83.cnf,350,0.007250
Random_3SAT_350Literals_1234567_84.cnf,350,0.001396
Random_3SAT_350Literals_1234567_85.cnf,350,0.004622
Random_3SAT_350Literals_1234567_86.cnf,350,0.010965
Random_3SAT_350Literals_1234567_87.cnf,350,0.028214
Random_3SAT_350Literals_1234567_88.cnf,350,0.004799
Random_3SAT_350Literals_1234567_89.cnf,350,0.130457
Random_3SAT_350Literals_1234567_90.cnf,350,0.003668
Random_3SAT_350Literals_1234567_91.cnf,350,0.005881
Random_3SAT_350Literals_1234567_92.cnf,350,0.009485
Random_3SAT_350Literals_1234567_93.cnf,350,0.017050
Random_3SAT_350Literals_1234567_94.cnf,350,0.012574
Random_3SAT_350Literals_1234567_95.cnf,350,0.004664
Random_3SAT_350Literals_1234567_96.cnf,350,0.010333
Random_3SAT_350Literals_1234567_97.cnf,350,0.256985
Random_3SAT_350Literals_1234567_98.cnf,350,0.002353
Random_3SAT_350Literals_1234567_99.cnf,350,0.045223
Random_3SAT_350Literals_1234567_100.cnf,350,0.005442
Random_3SAT_350Literals_1234567_101.cnf,350,0.003498
Random_3SAT_350Literals_1234567_102.cnf,350,0.372273
Random_3SAT_350Literals_1234567_103.cnf,350,0.008297
Random_3SAT_350Literals_1234567_104.cnf,350,0.006524
Random_3SAT_350Literals_1234567_105.cnf,350,0.025084
Random_3SAT_350Literals_1234567_106.cnf,350,0.061561
Random_3SAT_350Literals_1234567_107.cnf,350,0.003496
Random_3SAT_350Literals_1234567_108.cnf,350,0.005248
Random_3SAT_350Literals_1234567_109.cnf,350,0.062456
Random_3SAT_350Literals_1234567_110.cnf,350,0.010140
Random_3SAT_350Literals_1234567_111.cnf,350,0.008878
Random_3SAT_350Literals_1234567_112.cnf,350,0.104422
Random_3SAT_350Literals_1234567_113.cnf,350,0.018530
Random_3SAT_350Literals_1234567_114.cnf,350,0.001985
Random_3SAT_350Literals_1234567_115.cnf,350,0.217361
Random_3SAT_350Literals_1234567_116.cnf,350,0.062264
Random_3SAT_350Literals_1234567_117.cnf,350,0.006876
Random_3SAT_350Literals_1234567_118.cnf,350,0.041782
Random_3SAT_350Literals_1234567_119.cnf,350,0.036735
Random_3SAT_350Literals_1234567_120.cnf,350,0.009675
Random_3SAT_350Literals_1234567_121.cnf,350,0.007868
Random_3SAT_350Literals_1234567_122.cnf,350,0.002569
Random_3SAT_350Literals_1234567_123.cnf,350,0.026335
Random_3SAT_350Literals_1234567_124.cnf,350,0.015485
Random_3SAT_350Literals_1234567_125.cnf,350,0.008258
Random_3SAT_350Literals_1234567_126.cnf,350,0.044031
Random_3SAT_350Literals_1234567_127.cnf,350,0.678871
Random_3SAT_350Literals_1234567_128.cnf,350,0.010001
Random_3SAT_350Literals_1234567_129.cnf,350,0.025662
Random_3SAT_350Literals_1234567_130.cnf,350,0.009990
Random_3SAT_350Literals_1234567_131.cnf,350,0.006991
Random_3SAT_350Literals_1234567_132.cnf,350,0.001914
Random_3SAT_350Literals_1234567_133.cnf,350,0.009583
Random_3SAT_350Literals_1234567_134.cnf,350,0.034324
Random_3SAT_350Literals_1234567_135.cnf,350,0.009520
Random_3SAT_350Literals_1234567_136.cnf,350,0.001295
Random_3SAT_350Literals_1234567_137.cnf,350,0.004864
Random_3SAT_350Literals_1234567_138.cnf,350,0.001941
Random_3SAT_350Literals_1234567_139.cnf,350,0.013907
Random_3SAT_350Literals_1234567_140.cnf,350,0.013033
Random_3SAT_350Literals_1234567_141.cnf,350,0.005351
Random_3SAT_350Literals_1234567_142.cnf,350,0.011708
Random_3SAT_350Literals_1234567_143.cnf,350,0.012926
Random_3SAT_350Literals_1234567_144.cnf,350,0.003677
Random_3SAT_350Literals_1234567_145.cnf,350,0.002252
Random_3SAT_350Literals_1234567_146.cnf,350,0.015440
Random_3SAT_350Literals_1234567_147.cnf,350,0.025566
Random_3SAT_350Literals_1234567_148.cnf,350,0.009527
Random_3SAT_350Literals_1234567_149.cnf,350,0.009788
Random_3SAT_350Literals_1234567_150.cnf,350,0.007996
Random_3SAT_350Literals_1234567_151.cnf,350,0.007028
Random_3SAT_350Literals_1234567_152.cnf,350,0.032270
Random_3SAT_350Literals_1234567_153.cnf,350,0.003182
Random_3SAT_350Literals_1234567_154.cnf,350,0.025845
Random_3SAT_350Literals_1234567_155.cnf,350,0.003440
Random_3SAT_350Literals_1234567_156.cnf,350,0.013473
Random_3SAT_350Literals_1234567_157.cnf,350,0.017577
Random_3SAT_350Literals_1234567_158.cnf,350,0.055321
Random_3SAT_350Literals_1234567_159.cnf,350,0.009932
Random_3SAT_350Literals_1234567_160.cnf,350,0.037870
Random_3SAT_350Literals_1234567_161.cnf,350,0.002292
Random_3SAT_350Literals_1234567_162.cnf,350,0.016473
Random_3SAT_350Literals_1234567_163.cnf,350,0.006215
Random_3SAT_350Literals_1234567_164.cnf,350,0.032394
Random_3SAT_350Literals_1234567_165.cnf,350,0.002962
Random_3SAT_350Literals_1234567_166.cnf,350,0.004041
Random_3SAT_350Literals_1234567_167.cnf,350,0.010722
Random_3SAT_350Literals_1234567_168.cnf,350,0.001167
